mags_ab,pos_errs_mas
16.0,0.1617044818860286
16.2,0.1687816009618605
16.4,0.17811167597906313
16.599999999999998,0.1530466513853336
16.799999999999997,0.1670770431354801
16.999999999999996,0.1613924798225619
17.199999999999996,0.16447287477950806
17.399999999999995,0.1734371377741621
17.599999999999994,0.18309842017861883
17.799999999999994,0.2010443247200508
17.999999999999993,0.22097885723773097
18.199999999999992,0.243072759563551
18.39999999999999,0.26765762163095097
18.59999999999999,0.2950744311457776
18.79999999999999,0.32572590401402685
18.99999999999999,0.3600958445909595
19.19999999999999,0.39910990951943653
19.399999999999988,0.4427647888230136
19.599999999999987,0.4922763720348073
19.799999999999986,0.5486980038839396
19.999999999999986,0.6130967826247044
20.199999999999985,0.6874327286298004
20.399999999999984,0.7728753395385155
20.599999999999984,0.8720154209457175
20.799999999999983,0.9876002484373245
20.999999999999982,1.123609846893127
21.19999999999998,1.2826397987261444
21.39999999999998,1.4703743449329623
21.59999999999998,1.6927588942509313
21.79999999999998,1.9569754648679372
21.99999999999998,2.2722210231701685
22.199999999999978,2.647704021897212
22.399999999999977,3.096629713067394
22.599999999999977,3.6340934182713736
22.799999999999976,4.278241536786976
22.999999999999975,5.050883223768921
23.199999999999974,5.978225421061383
23.399999999999974,7.0917611094470665
23.599999999999973,8.42933395700602
23.799999999999972,10.036424794936366
23.99999999999997,11.967693395562218
24.19999999999997,14.288840527030166
24.39999999999997,17.078837198997267
24.59999999999997,20.43261165623191
24.79999999999997,24.464281216686164
24.999999999999968,29.31103101790151
25.199999999999967,35.13778408427133
25.399999999999967,42.14281188338279
25.599999999999966,50.56447847430557
25.799999999999965,60.689364084006
25.999999999999964,72.86199434928992
26.199999999999964,87.49657596763447
26.399999999999963,105.09111097274204
26.599999999999962,126.24430264398927
26.79999999999996,151.6759547816603
26.99999999999996,182.25144663809587
