mags_ab,pos_errs_mas
15.0,0.23404605322056585
15.2,0.2509702681150286
15.399999999999999,0.2659279245669004
15.599999999999998,0.18941167885412924
15.799999999999997,0.20195322265340296
15.999999999999996,0.2130545385971685
16.199999999999996,0.16634624041902743
16.399999999999995,0.17820406179546777
16.599999999999994,0.19043187294091862
16.799999999999994,0.15373794761559822
16.999999999999993,0.16737131444961947
17.199999999999992,0.1819543145399569
17.39999999999999,0.19796429209101496
17.59999999999999,0.16797549344045937
17.79999999999999,0.18326081358366839
17.99999999999999,0.17678521841713082
18.19999999999999,0.17960205598222487
18.399999999999988,0.18248569746390603
18.599999999999987,0.19988939068684936
18.799999999999986,0.21906395139145293
18.999999999999986,0.2401957894260428
19.199999999999985,0.2636388297385294
19.399999999999984,0.2894170184244067
19.599999999999984,0.31776116512573427
19.799999999999983,0.34907215389950175
19.999999999999982,0.38369825473338887
20.19999999999998,0.4220440734908239
20.39999999999998,0.46458053195579124
20.59999999999998,0.5118474369040205
20.79999999999998,0.5646880694467811
20.99999999999998,0.6237508011978036
21.199999999999978,0.6892775151793286
21.399999999999977,0.7619171940666227
21.599999999999977,0.8443167288734938
21.799999999999976,0.9373565818489353
21.999999999999975,1.0429305287257074
22.199999999999974,1.1632186585969624
22.399999999999974,1.3014346675928607
22.599999999999973,1.459384658463778
22.799999999999972,1.6353935614502797
22.99999999999997,1.8442557783533
23.19999999999997,2.083861682993989
23.39999999999997,2.365865380486876
23.59999999999997,2.698342406698626
23.79999999999997,3.0907214039312993
23.999999999999968,3.5551934985736944
24.199999999999967,4.106704273253467
24.399999999999967,4.753037629341587
24.599999999999966,5.509992703804095
24.799999999999965,6.425096560987325
24.999999999999964,7.5282068216757665
25.199999999999964,8.849640098972822
25.399999999999963,10.434081704290769
25.599999999999962,12.33523220715829
25.79999999999996,14.617621643101218
25.99999999999996,17.35879206252677
26.19999999999996,20.651929012257025
26.39999999999996,24.561812383709363
26.59999999999996,29.304850673330282
26.799999999999958,35.00564796913395
26.999999999999957,41.8581605415681
27.199999999999957,50.09555619979144
27.399999999999956,59.99812053709198
27.599999999999955,71.90281050954238
27.799999999999955,86.21471948059552
27.999999999999954,103.42084604283289
28.199999999999953,124.1066813051959
28.399999999999952,148.97613336754887
28.59999999999995,178.87544719274877
28.79999999999995,214.8220609945743
28.99999999999995,258.03915479221945
29.19999999999995,309.99733111276237
29.39999999999995,372.4646521475314
29.599999999999948,447.56675347284124
29.799999999999947,537.8591859119938
29.999999999999947,646.4145205321809
