mags_ab,pos_errs_mas
15.0,0.0913091190817492
15.2,0.09498592111355382
15.399999999999999,0.09917551223562422
15.599999999999998,0.10350608971124545
15.799999999999997,0.1060390306929862
15.999999999999996,inf
16.199999999999996,inf
16.399999999999995,inf
16.599999999999994,inf
16.799999999999994,0.2334578847671108
16.999999999999993,0.24754641699923188
17.199999999999992,0.2627103630689403
17.39999999999999,0.2698054219876875
17.59999999999999,0.2860018033415994
17.79999999999999,0.2918092572228362
17.99999999999999,0.20941475666223605
18.19999999999999,0.22699709774897936
18.399999999999988,0.20232773780439556
18.599999999999987,0.20469533239112786
18.799999999999986,0.2195979413821932
18.999999999999986,0.24083483979097892
19.199999999999985,0.2642735118265884
19.399999999999984,0.2901260738065621
19.599999999999984,0.31867514947680425
19.799999999999983,0.35036417640118467
19.999999999999982,0.3854352584067344
20.19999999999998,0.42447059292561873
20.39999999999998,0.46791636747641957
20.59999999999998,0.5161733870519839
20.79999999999998,0.5694887873600836
20.99999999999998,0.6299212570408733
21.199999999999978,0.6976504524481083
21.399999999999977,0.7735154596180128
21.599999999999977,0.8580750993560968
21.799999999999976,0.9546982562889074
21.999999999999975,1.06605240855492
22.199999999999974,1.1936816614071297
22.399999999999974,1.3406767819468077
22.599999999999973,1.5070073157305284
22.799999999999972,1.68341819448851
22.99999999999997,1.9069157166527144
23.19999999999997,2.1651159990866655
23.39999999999997,2.46230751289685
23.59999999999997,2.8161569574142424
23.79999999999997,3.2404741196484026
23.999999999999968,3.7444242898923137
24.199999999999967,4.344503781707134
24.399999999999967,5.043090723390168
24.599999999999966,5.786159140221207
24.799999999999965,6.776883544363407
24.999999999999964,7.963542351088428
25.199999999999964,9.386251040533672
25.399999999999963,11.093217474560184
25.599999999999962,13.142373108126128
25.79999999999996,15.603329889562097
25.99999999999996,18.559744271006444
26.19999999999996,22.11215403191853
26.39999999999996,26.247124129642557
26.59999999999996,31.34755958668591
26.799999999999958,37.47835766334347
26.999999999999957,44.84811576092913
27.199999999999957,53.707606839385235
27.399999999999956,64.35828986258687
27.599999999999955,77.16258582811328
27.799999999999955,92.55619720139661
27.999999999999954,111.06293470986888
28.199999999999953,133.31254464760207
28.399999999999952,160.06215628402597
28.59999999999995,192.2219826757341
28.79999999999995,230.88638801556235
28.99999999999995,277.3710416174629
29.19999999999995,333.2577315099546
29.39999999999995,400.4481809572589
29.599999999999948,481.2287896174376
29.799999999999947,578.3482839006759
29.999999999999947,695.111587872513
