mags_ab,pos_errs_mas
16.0,0.29430643935274253
16.135,0.3100492866480406
16.27,0.3259999749358206
16.405,0.3433240231140278
16.54,0.3183483412855631
16.675,0.28909870897170376
16.81,0.28373523191735495
16.945,0.30421676635695005
17.08,0.3266182289668758
17.215,0.34226959114520306
17.35,0.3688574135223848
17.485,0.38568639884229167
17.62,0.3380876414543662
17.755,0.23396758618822977
17.89,0.2493026450443916
18.025,0.2657959453994481
18.16,0.28355429206695815
18.295,0.3026897720713472
18.43,0.3233323810044808
18.565,0.3456290224087245
18.7,0.3696725981016849
18.835,0.395699972623522
18.97,0.42394124920109333
19.105,0.4544962465397801
19.240000000000002,0.4874003716824697
19.375,0.5236381779282415
19.51,0.5632114998063451
19.645,0.6065173317815226
19.78,0.6539024234320346
19.915,0.706019157162223
20.05,0.7634172600111085
20.185000000000002,0.8267727426922787
20.32,0.8947424810885424
20.455,0.9710188986655145
20.59,1.056448082781246
20.725,1.1514917533991125
20.86,1.2574392403288128
20.995,1.3757596760982067
21.130000000000003,1.5081257422064294
21.265,1.6564400130753636
21.4,1.8202984244423241
21.535,2.006655389413484
21.67,2.2162626923206026
21.805,2.4522670246479676
21.94,2.718235804676908
22.075,3.018210943465706
22.21,3.3567712930071303
22.345,3.7391021897342642
22.48,4.171075004262208
22.615000000000002,4.65933628703404
22.75,5.211412117598672
22.885,5.8358200675869805
23.02,6.5422030527114385
23.155,7.341477078571227
23.29,8.24600065148633
23.425,9.26976275557894
23.560000000000002,10.428600568206937
23.695,11.740445335824546
23.83,13.225598687569203
23.965,14.90704583929559
24.1,16.810810112564553
24.235,18.966361888568418
24.37,21.407062779744724
24.505000000000003,24.170698142007218
24.64,27.300043996754642
24.775,30.84354779875022
24.91,34.85605421466852
25.045,39.39968326993728
25.18,44.54476979170538
25.315,50.37095956222576
25.450000000000003,56.9684469739562
25.585,64.43935151160224
25.72,72.89933867492887
25.855,82.4793651933249
25.990000000000002,93.32773113650191
26.125,105.61236435672558
26.26,119.52345981061907
26.395000000000003,135.27633976718377
26.53,153.11486610254042
26.665,173.3151908832928
26.8,196.19001554394734
26.935000000000002,222.09345044101065
27.07,251.4264765449127
27.205,284.6432024685916
27.34,322.25780634689784
27.475,364.85257919073075
27.61,413.0869289518189
27.745,467.707504195228
27.880000000000003,529.559826098791
28.015,599.6014040516319
28.15,678.916549409736
28.285,768.7330613230657
28.42,870.4412001657898
28.555,985.6157222922922
28.69,1116.0391546527135
28.825000000000003,1263.7308747336315
28.96,1430.976871951677
29.095,1620.3664982824273
29.23,1834.8310704210053
29.365000000000002,2077.6910381021225
29.5,2352.7057595032825
